"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20250501","경의선","강매","2047","1781","20250504",""
"20250501","경의선","한국항공대","3604","3247","20250504",""
"20250501","경의선","수색","2017","1946","20250504",""
"20250501","경의선","디지털미디어시티","1894","1724","20250504",""
"20250501","경의선","가좌","4364","4214","20250504",""
"20250501","경의선","홍대입구","2058","2428","20250504",""
"20250501","경의선","서강대","1802","1624","20250504",""
"20250501","경의선","공덕","2889","2051","20250504",""
"20250501","경의선","효창공원앞","2420","2449","20250504",""
"20250501","경의선","신촌","612","789","20250504",""
"20250501","경의선","서울역","1974","2810","20250504",""
"20250501","경원선","연천","835","861","20250504",""
"20250501","경원선","전곡","1091","1048","20250504",""
"20250501","경원선","청산","159","135","20250504",""
"20250501","경원선","소요산","1071","1081","20250504",""
"20250501","경원선","동두천","1429","1398","20250504",""
"20250501","경원선","보산","1189","1226","20250504",""
"20250501","경원선","동두천중앙","2225","2317","20250504",""
"20250501","경원선","지행","5458","5519","20250504",""
"20250501","3호선","동대입구","9734","10862","20250504",""
"20250501","3호선","약수","9769","9393","20250504",""
"20250501","3호선","금호","5863","5444","20250504",""
"20250501","3호선","옥수","6565","6845","20250504",""
"20250501","3호선","압구정","23556","24952","20250504",""
"20250501","3호선","신사","18015","19335","20250504",""
"20250501","3호선","잠원","3830","3591","20250504",""
"20250501","3호선","고속터미널","47489","49950","20250504",""
"20250501","3호선","교대(법원.검찰청)","11357","5915","20250504",""
"20250501","3호선","남부터미널(예술의전당)","19101","19649","20250504",""
"20250501","3호선","양재(서초구청)","20799","22435","20250504",""
"20250501","3호선","매봉","7299","7047","20250504",""
"20250501","3호선","도곡","4019","3969","20250504",""
"20250501","3호선","대치","8891","8621","20250504",""
"20250501","3호선","학여울","1220","1187","20250504",""
"20250501","3호선","대청","7782","7171","20250504",""
"20250501","3호선","일원","5790","5726","20250504",""
"20250501","3호선","수서","13601","13334","20250504",""
"20250501","3호선","가락시장","6122","5923","20250504",""
"20250501","3호선","경찰병원","4604","4739","20250504",""
"20250501","3호선","오금","3961","3599","20250504",""
"20250501","4호선","불암산","7213","6477","20250504",""
"20250501","4호선","상계","15457","14593","20250504",""
"20250501","4호선","노원","18174","19982","20250504",""
"20250501","4호선","창동","20918","21905","20250504",""
"20250501","4호선","쌍문","22074","20371","20250504",""
"20250501","4호선","수유(강북구청)","28295","27638","20250504",""
"20250501","4호선","미아(서울사이버대학)","13606","12707","20250504",""
"20250501","4호선","미아사거리","21468","21026","20250504",""
"20250501","4호선","길음","16881","16768","20250504",""
"20250501","4호선","성신여대입구(돈암)","21470","20400","20250504",""
"20250501","4호선","한성대입구(삼선교)","13246","12630","20250504",""
"20250501","4호선","혜화","33111","33180","20250504",""
"20250501","4호선","동대문","19419","20339","20250504",""
"20250501","4호선","동대문역사문화공원(DDP)","17459","15135","20250504",""
"20250501","4호선","충무로","24316","23610","20250504",""
"20250501","4호선","명동","28880","31290","20250504",""
"20250501","4호선","회현(남대문시장)","23739","24302","20250504",""
"20250501","4호선","서울역","7579","17676","20250504",""
"20250501","4호선","숙대입구(갈월)","13744","12981","20250504",""
"20250501","4호선","삼각지(전쟁기념관)","5525","6570","20250504",""
"20250501","4호선","신용산","14423","16408","20250504",""
"20250501","4호선","이촌(국립중앙박물관)","10287","10793","20250504",""
"20250501","4호선","동작(현충원)","1873","1901","20250504",""
"20250501","4호선","총신대입구(이수)","14901","16026","20250504",""
"20250501","4호선","사당","19817","17699","20250504",""
"20250501","4호선","남태령","1075","899","20250504",""
"20250501","5호선","방화","4919","4893","20250504",""
"20250501","5호선","개화산","3912","3704","20250504",""
"20250501","5호선","김포공항","10447","6725","20250504",""
"20250501","5호선","송정","4711","4468","20250504",""
"20250501","5호선","마곡","7726","7970","20250504",""
"20250501","5호선","발산","13530","14011","20250504",""
"20250501","5호선","우장산","11009","10926","20250504",""
"20250501","5호선","화곡","19649","18289","20250504",""
"20250501","5호선","까치산","19756","18915","20250504",""
"20250501","5호선","신정(은행정)","9379","8124","20250504",""
"20250501","5호선","목동","12179","12445","20250504",""
"20250501","5호선","오목교(목동운동장앞)","16858","17463","20250504",""
"20250501","5호선","양평","4376","4076","20250504",""
"20250501","5호선","영등포구청","2898","2697","20250504",""
"20250501","5호선","영등포시장","7947","7816","20250504",""
"20250501","5호선","신길","3482","3485","20250504",""
"20250501","5호선","여의도","11666","12473","20250504",""
"20250501","5호선","여의나루","7116","8734","20250504",""
"20250501","5호선","마포","8213","8169","20250504",""
"20250501","5호선","공덕","8125","8555","20250504",""
"20250501","5호선","애오개","4495","4318","20250504",""
"20250501","5호선","충정로(경기대입구)","2326","2287","20250504",""
"20250501","5호선","서대문","10993","10455","20250504",""
"20250501","5호선","광화문(세종문화회관)","22509","22678","20250504",""
"20250501","5호선","종로3가","15073","14438","20250504",""
"20250501","5호선","을지로4가","4370","4498","20250504",""
"20250501","5호선","동대문역사문화공원(DDP)","1612","1846","20250504",""
"20250501","5호선","청구","2540","2506","20250504",""
"20250501","5호선","신금호","4601","4839","20250504",""
"20250501","5호선","행당","5612","5004","20250504",""
"20250501","5호선","왕십리(성동구청)","3259","3919","20250504",""
"20250501","5호선","마장","4134","3829","20250504",""
"20250501","5호선","답십리","10780","9747","20250504",""
"20250501","5호선","장한평","12873","12873","20250504",""
"20250501","5호선","군자(능동)","9161","9959","20250504",""
"20250501","5호선","아차산(어린이대공원후문)","12550","12455","20250504",""
"20250501","5호선","광나루(장신대)","8906","8598","20250504",""
"20250501","5호선","천호(풍납토성)","16068","15445","20250504",""
"20250501","5호선","강동","12666","12218","20250504",""
"20250501","5호선","길동","7202","7126","20250504",""
"20250501","5호선","굽은다리(강동구민회관앞)","8316","7888","20250504",""
"20250501","5호선","명일","6153","6136","20250504",""
"20250501","5호선","고덕","8325","7932","20250504",""
"20250501","5호선","상일동","10077","9845","20250504",""
"20250501","5호선","둔촌동","9248","9148","20250504",""
"20250501","5호선","올림픽공원(한국체대)","4210","3633","20250504",""
"20250501","5호선","방이","5538","5584","20250504",""
"20250501","5호선","오금","2455","2384","20250504",""
"20250501","5호선","개롱","5108","5136","20250504",""
"20250501","5호선","거여","7094","6839","20250504",""
"20250501","5호선","마천","4912","4810","20250504",""
"20250501","5호선","강일","4201","3913","20250504",""
"20250501","5호선","미사","14271","14518","20250504",""
"20250501","5호선","하남풍산","3073","3124","20250504",""
"20250501","5호선","하남시청(덕풍·신장)","6776","6335","20250504",""
"20250501","5호선","하남검단산","5954","5675","20250504",""
"20250501","6호선","응암","13292","13178","20250504",""
"20250501","6호선","역촌","2790","3216","20250504",""
"20250501","6호선","불광","3875","3551","20250504",""
"20250501","6호선","독바위","2139","2142","20250504",""
"20250501","6호선","구산","6087","4710","20250504",""
"20250501","6호선","새절(신사)","8563","8190","20250504",""
"20250501","6호선","증산(명지대앞)","7043","7054","20250504",""
"20250501","6호선","디지털미디어시티","8403","8830","20250504",""
"20250501","6호선","월드컵경기장(성산)","3961","4006","20250504",""
"20250501","6호선","마포구청","10318","9312","20250504",""
"20250501","6호선","망원","13082","13931","20250504",""
"20250501","6호선","합정","11056","10665","20250504",""
"20250501","6호선","상수","10257","11431","20250504",""
"20250501","6호선","광흥창(서강)","6140","5912","20250504",""
"20250501","6호선","대흥(서강대앞)","7106","7391","20250504",""
"20250501","6호선","공덕","11210","11024","20250504",""
"20250501","7호선","장암","1628","983","20250504",""
"20250501","7호선","도봉산","5776","7022","20250504",""
"20250501","7호선","수락산","9117","8727","20250504",""
"20250501","7호선","마들","9875","9232","20250504",""
"20250501","7호선","노원","16863","17483","20250504",""
"20250501","7호선","중계","10489","9493","20250504",""
"20250501","7호선","하계","13005","12280","20250504",""
"20250501","7호선","공릉(서울과학기술대)","10527","9923","20250504",""
"20250501","7호선","태릉입구","6849","6264","20250504",""
"20250501","7호선","먹골","7888","7867","20250504",""
"20250501","7호선","중화","7540","7533","20250504",""
"20250501","7호선","상봉","13609","13229","20250504",""
"20250501","7호선","면목","10579","10173","20250504",""
"20250501","7호선","사가정","11835","11779","20250504",""
"20250501","7호선","용마산(용마폭포공원)","4076","3977","20250504",""
"20250501","7호선","중곡","7938","7196","20250504",""
"20250501","7호선","군자(능동)","11108","8604","20250504",""
"20250501","7호선","어린이대공원(세종대)","17685","17492","20250504",""
"20250501","7호선","건대입구","12150","12389","20250504",""
"20250501","7호선","자양(뚝섬한강공원)","6399","6022","20250504",""
"20250501","7호선","청담","10600","11231","20250504",""
"20250501","7호선","강남구청","9022","9903","20250504",""
"20250501","7호선","학동","10028","10212","20250504",""
"20250501","7호선","논현","10925","11514","20250504",""
"20250501","7호선","반포","4794","4511","20250504",""
"20250501","7호선","고속터미널","12656","10199","20250504",""
"20250501","7호선","내방","8766","8638","20250504",""
"20250501","7호선","이수","12611","11814","20250504",""
"20250501","7호선","남성","8139","7716","20250504",""
"20250501","7호선","숭실대입구(살피재)","14132","13767","20250504",""
"20250501","7호선","상도","10158","10064","20250504",""
"20250501","7호선","장승배기","6340","6027","20250504",""
"20250501","7호선","신대방삼거리","10924","10334","20250504",""
"20250501","7호선","보라매","4909","5033","20250504",""
"20250501","7호선","신풍","8032","7571","20250504",""
"20250501","7호선","대림(구로구청)","7800","7544","20250504",""
"20250501","7호선","남구로","7972","8081","20250504",""
"20250501","7호선","가산디지털단지","15016","14103","20250504",""
"20250501","7호선","철산","14532","14568","20250504",""
"20250501","7호선","광명사거리","15194","15121","20250504",""
"20250501","7호선","천왕","7839","7662","20250504",""
"20250501","7호선","온수(성공회대입구)","6470","6194","20250504",""
"20250501","8호선","암사역사공원","4460","4091","20250504",""
"20250501","8호선","암사","12060","11271","20250504",""
"20250501","8호선","천호(풍납토성)","13080","14647","20250504",""
"20250501","8호선","강동구청","7545","7494","20250504",""
"20250501","8호선","몽촌토성(평화의문)","6740","6862","20250504",""
"20250501","8호선","잠실(송파구청)","17993","21427","20250504",""
"20250501","8호선","송파","8105","7678","20250504",""
"20250501","8호선","가락시장","5906","6500","20250504",""
"20250501","8호선","문정","9839","9967","20250504",""
"20250501","8호선","장지","12686","11746","20250504",""
"20250501","8호선","복정","6100","5390","20250504",""
"20250501","8호선","산성","4047","4288","20250504",""
"20250501","8호선","남한산성입구(성남법원.검찰청)","9427","8250","20250504",""
"20250501","8호선","단대오거리","8246","8005","20250504",""
"20250501","8호선","신흥","4097","4203","20250504",""
"20250501","8호선","수진","4711","4260","20250504",""
"20250501","8호선","모란","4054","3423","20250504",""
"20250501","8호선","남위례","4902","4857","20250504",""
"20250501","9호선","개화","1566","1156","20250504",""
"20250501","9호선","김포공항","4939","9146","20250504",""
"20250501","9호선","공항시장","2180","2311","20250504",""
"20250501","9호선","신방화","5254","5078","20250504",""
"20250501","9호선","마곡나루(서울식물원)","8268","8308","20250504",""
"20250501","9호선","양천향교","5804","5590","20250504",""
"20250501","9호선","가양","14007","13451","20250504",""
"20250501","9호선","증미","3803","3570","20250504",""
"20250501","9호선","등촌","7873","7564","20250504",""
"20250501","9호선","염창","11801","11167","20250504",""
"20250501","9호선","신목동","2716","2417","20250504",""
"20250501","9호선","선유도","4280","4067","20250504",""
"20250501","9호선","당산","12038","11383","20250504",""
"20250501","9호선","국회의사당","8214","8134","20250504",""
"20250501","9호선","여의도","12516","11745","20250504",""
"20250501","9호선","샛강","3068","2990","20250504",""
"20250501","9호선","노량진","21225","20925","20250504",""
"20250501","9호선","노들","3383","2881","20250504",""
"20250501","9호선","흑석(중앙대입구)","8277","8068","20250504",""
"20250501","9호선","동작(현충원)","1547","1317","20250504",""
"20250501","9호선","구반포","605","605","20250504",""
"20250501","9호선","신반포","3558","3247","20250504",""
"20250501","9호선","고속터미널","13126","20191","20250504",""
"20250501","9호선","사평","3943","3571","20250504",""
"20250501","9호선","신논현","22541","22746","20250504",""
"20250501","9호선2~3단계","언주","5373","5304","20250504",""
"20250501","9호선2~3단계","선정릉","4513","4889","20250504",""
"20250501","9호선2~3단계","삼성중앙","3920","3822","20250504",""
"20250501","9호선2~3단계","봉은사","18862","20294","20250504",""
"20250501","9호선2~3단계","종합운동장","3510","3644","20250504",""
"20250501","9호선2~3단계","삼전","5815","5432","20250504",""
"20250501","9호선2~3단계","석촌고분","5189","5048","20250504",""
"20250501","9호선2~3단계","석촌","7109","6289","20250504",""
"20250501","9호선2~3단계","송파나루","4517","4696","20250504",""
"20250501","9호선2~3단계","한성백제","2772","2227","20250504",""
"20250501","9호선2~3단계","올림픽공원(한국체대)","5107","5217","20250504",""
"20250501","9호선2~3단계","둔촌오륜","2964","2967","20250504",""
"20250501","9호선2~3단계","중앙보훈병원","6090","5728","20250504",""
"20250501","경강선","판교","3539","3260","20250504",""
"20250501","경강선","이매","779","673","20250504",""
"20250501","경강선","삼동","1523","1424","20250504",""
"20250501","경강선","경기광주","5141","5071","20250504",""
"20250501","경강선","초월","2436","2320","20250504",""
"20250501","경강선","곤지암","1661","1720","20250504",""
"20250501","경강선","신둔도예촌","1153","1113","20250504",""
"20250501","경강선","이천","2365","2641","20250504",""
"20250501","경강선","부발","1806","1807","20250504",""
"20250501","경강선","세종대왕릉","362","660","20250504",""
"20250501","경강선","여주","3539","3185","20250504",""
"20250501","경강선","성남","830","765","20250504",""
"20250501","경부선","서울역","7990","4262","20250504",""
"20250501","경부선","남영","7069","7590","20250504",""
"20250501","경부선","용산","38455","42428","20250504",""
"20250501","경부선","노량진","7357","7114","20250504",""
"20250501","경부선","대방","5993","6822","20250504",""
"20250501","경부선","영등포","35778","36108","20250504",""
"20250501","경부선","신도림","2368","2631","20250504",""
"20250501","경부선","신길","5680","4825","20250504",""
"20250501","경부선","구로","11826","12213","20250504",""
"20250501","경부선","가산디지털단지","6491","7916","20250504",""
"20250501","경부선","금천구청","7479","7630","20250504",""
"20250501","경부선","석수","5549","5160","20250504",""
"20250501","경부선","관악","4779","4688","20250504",""
"20250501","경부선","오산대","3123","2816","20250504",""
"20250501","경부선","오산","8669","8826","20250504",""
"20250501","경부선","진위","995","984","20250504",""
"20250501","경부선","송탄","3880","3609","20250504",""
"20250501","경부선","서정리","6549","6664","20250504",""
"20250501","경부선","평택지제","3326","3380","20250504",""
"20250501","경부선","평택","11860","12143","20250504",""
"20250501","경부선","성환","3812","3477","20250504",""
"20250501","경부선","직산","792","842","20250504",""
"20250501","경부선","두정","8343","7666","20250504",""
"20250501","경부선","천안","7077","6663","20250504",""
"20250501","경부선","당정","3941","3634","20250504",""
"20250501","경부선","서동탄","918","943","20250504",""
"20250501","경부선","광명","2421","2329","20250504",""
"20250501","경원선","이촌(국립중앙박물관)","2888","2399","20250504",""
"20250501","경원선","서빙고","1370","1293","20250504",""
"20250501","경원선","한남","2131","2089","20250504",""
"20250501","경원선","옥수","55","30","20250504",""
"20250501","경원선","응봉","1577","1271","20250504",""
"20250501","경원선","왕십리(성동구청)","13398","12957","20250504",""
"20250501","경원선","청량리(서울시립대입구)","16190","15994","20250504",""
"20250501","경원선","외대앞","10329","9827","20250504",""
"20250501","경원선","신이문","6147","5685","20250504",""
"20250501","경원선","석계","5891","6160","20250504",""
"20250501","경원선","광운대","7865","7572","20250504",""
"20250501","경원선","월계","5573","4988","20250504",""
"20250501","경원선","녹천","3059","2584","20250504",""
"20250501","경원선","창동","5","0","20250504",""
"20250501","경원선","방학","7486","7240","20250504",""
"20250501","경원선","도봉","4603","4420","20250504",""
"20250501","경원선","도봉산","5621","4003","20250504",""
"20250501","경원선","망월사","8256","7880","20250504",""
"20250501","경원선","회룡","10252","10160","20250504",""
"20250501","경원선","의정부","16084","16603","20250504",""
"20250501","경원선","가능","5199","5167","20250504",""
"20250501","경원선","녹양","3390","3116","20250504",""
"20250501","경원선","양주","6340","6136","20250504",""
"20250501","경원선","덕계","4566","4226","20250504",""
"20250501","경원선","덕정","5912","5658","20250504",""
"20250501","경춘선","사릉","1398","1471","20250504",""
"20250501","경춘선","금곡","1247","1186","20250504",""
"20250501","경춘선","평내호평","4713","4640","20250504",""
"20250501","경춘선","천마산","1268","1145","20250504",""
"20250501","경춘선","마석","3093","3096","20250504",""
"20250501","경춘선","대성리","563","763","20250504",""
"20250501","경춘선","청평","1588","1715","20250504",""
"20250501","경춘선","상천","206","220","20250504",""
"20250501","경춘선","가평","1873","2054","20250504",""
"20250501","경춘선","굴봉산","97","108","20250504",""
"20250501","경춘선","백양리","73","87","20250504",""
"20250501","경춘선","강촌","411","468","20250504",""
"20250501","경춘선","김유정","500","556","20250504",""
"20250501","경춘선","남춘천","3200","2929","20250504",""
"20250501","경춘선","춘천","1678","1311","20250504",""
"20250501","공항철도 1호선","서울역","12051","10870","20250504",""
"20250501","공항철도 1호선","공덕","2074","2853","20250504",""
"20250501","공항철도 1호선","홍대입구","14597","14299","20250504",""
"20250501","공항철도 1호선","디지털미디어시티","7248","6630","20250504",""
"20250501","공항철도 1호선","마곡나루(서울식물원)","4802","4938","20250504",""
"20250501","공항철도 1호선","김포공항","7101","4274","20250504",""
"20250501","공항철도 1호선","계양","8313","8040","20250504",""
"20250501","공항철도 1호선","검암","3889","3901","20250504",""
"20250501","공항철도 1호선","청라국제도시","4360","4321","20250504",""
"20250501","공항철도 1호선","운서","8158","8689","20250504",""
"20250501","공항철도 1호선","공항화물청사","1305","1349","20250504",""
"20250501","공항철도 1호선","인천공항1터미널","15428","13378","20250504",""
"20250501","공항철도 1호선","인천공항2터미널","8433","6262","20250504",""
"20250501","공항철도 1호선","영종","3297","3602","20250504",""
